Item ID,Created Time,Last Modified Time,Item Name,Item Name(Secondary Language),Sales Description,Selling Price,Sales Account,Is Returnable Item,Brand,Manufacturer,Package Weight,Package Length,Package Width,Package Height,Dimension Unit,Weight Unit,Is Receivable Service,Tax Name,Tax Percentage,Tax Type,Taxable,Exemption Reason,Product Type,Source,Reference ID,Last Sync Time,Status,Unit,Unit Name,Default Sales Unit Name,Default Sales Unit Symbol,Default Purchase Unit Name,Default Purchase Unit Symbol,SKU,UPC,EAN,ISBN,Part Number,Purchase Price,Purchase Account,Purchase Description,Inventory Account,Inventory Valuation Method,Reorder Level,Preferred Vendor,Warehouse Name,Opening Stock,Opening Stock Value,Stock On Hand,Is Combo Product,Enable Bin Tracking,Item Type,Sellable,Purchasable,Track Inventory,CF.CATEGORY
9465000000067061,2024-07-31 16:40:59,2025-07-09 15:45:52,CRAZY GUM 20X100X3.5GM,,,SAR 167.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 145.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,4.0500,false,false,Inventory,true,true,true,
9465000000067076,2024-07-31 16:40:59,2024-07-31 16:51:05,CREAM CHEES 900gx6 /جبن كريم,,,SAR 0.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 0.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000067091,2024-07-31 16:40:59,2024-07-31 16:51:05,CRISPY CHOCO COATED HANDPHONE 6X20PCS/هاتف مغطى بالشوكولاتة المقرمشة,,,SAR 47.50,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C6P,C6P,C6P,C6P,C6P,C6P,,,,,,SAR 40.61,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067106,2024-07-31 16:41:00,2024-07-31 16:51:05,CRISPY CHOCOLATE COATED PRINCES 6X20PCS/الأميرة المغلفة بالشوكولاتة المقرمشة,,,SAR 43.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C6P,C6P,C6P,C6P,C6P,C6P,,,,,,SAR 39.07,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067121,2024-07-31 16:41:00,2024-07-31 16:51:05,CROCODILE PLIERS 12PCSX8OUTX5GM/كروكودايل بلايرز,,,SAR 400.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C8P,C8P,C8P,C8P,C8P,C8P,,,,,,SAR 320.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067136,2024-07-31 16:41:00,2024-07-31 16:51:05,CRYSTAL FRUITS KEES BARAKA 850GM/كريستال فروتس كيس بركة,,,SAR 16.52,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 13.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000067151,2024-07-31 16:41:00,2024-07-31 16:51:05,CURY POWDER 10 KG,,,SAR 160.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 150.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000067166,2024-07-31 16:41:00,2024-07-31 16:51:05,DAHAB OIL 4PCSX5LTR,,,SAR 148.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C4P,C4P,C4P,C4P,C4P,C4P,,,,,,SAR 135.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067181,2024-07-31 16:41:00,2025-07-31 04:30:55,DALAL OIL 17 LTR*,زيت دلال,,SAR 80.00,Sales,true,,,0,0,0,0,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 79.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,33,false,false,Inventory,true,true,true,NON FLPN
9465000000067196,2024-07-31 16:41:00,2024-07-31 16:51:06,DANSKI COOKIE 24x90GM/دانسكي كوكي,,,SAR 120.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 96.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067211,2024-07-31 16:41:00,2025-07-31 04:30:55,DATES PASTE 5kGx3, معجون التمر,,SAR 58.26,Sales,true,,,0,0,0,0,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 54.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,2,false,false,Inventory,true,true,true,NON FLPN
9465000000067226,2024-07-31 16:41:01,2025-07-31 04:01:07,DATU PUTI SOY SAUCE 12X1L,داتو بوتي صلصة الصويا 12×1 لتر,,SAR 95.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 85.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,-1.8200,false,false,Inventory,true,true,true,
9465000000067241,2024-07-31 16:41:01,2025-07-31 04:01:08,DATU PUTI SOY SAUCE 24X385ML,داتو بوتي صلصة الصويا 24×385 مل,,SAR 86.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 72.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,12.2700,false,false,Inventory,true,true,true,
9465000000067256,2024-07-31 16:41:01,2025-07-02 09:53:26,DATU PUTI SPICED VINEGAR 12X1LTR,,,SAR 110.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 90.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,7.3330,false,false,Inventory,true,true,true,
9465000000067271,2024-07-31 16:41:01,2025-07-31 04:00:54,DATU PUTI VALUE PACK 6X2X1LTR,,,SAR 86.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C6P,C6P,C6P,C6P,C6P,C6P,,,,,,SAR 72.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,2.4970,false,false,Inventory,true,true,true,
9465000000067286,2024-07-31 16:41:01,2025-07-31 04:01:10,DATU PUTI VINEGAR 12X1LTR,داتو بوتي خل 12×1 لتر,,SAR 74.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 59.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,6.4466,false,false,Inventory,true,true,true,
9465000000067301,2024-07-31 16:41:01,2025-07-31 04:01:10,DATU PUTI VINEGAR 24X385ML,داتو بوتي خل 24×385 مل,,SAR 68.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 64.02,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.4865,false,false,Inventory,true,true,true,
9465000000067316,2024-07-31 16:41:01,2025-06-24 15:02:08,DEEDO CENTALOUPE (MELON) JUICE 48X200ML,,,SAR 68.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,FDS1170,,,,,SAR 48.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.0000,false,false,Inventory,true,true,true,
9465000000067331,2024-07-31 16:41:01,2025-06-24 21:41:01,DEEDO GRAPE JUICE 48X200ML,,,SAR 68.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,FDS1168,,,,,SAR 48.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,2.1250,false,false,Inventory,true,true,true,
9465000000067346,2024-07-31 16:41:01,2025-06-23 16:21:51,DEEDO ICE STICK 30X13X35ML,,,SAR 70.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C30P,C30P,C30P,C30P,C30P,C30P,,,,,,SAR 60.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067361,2024-07-31 16:41:01,2025-06-28 15:07:29,DEEDO LYCHEE JUICE 48X200ML,,,SAR 68.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,FDS1169,,,,,SAR 48.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,7.1250,false,false,Inventory,true,true,true,
9465000000067376,2024-07-31 16:41:02,2025-07-24 10:33:36,DEEDO ORANGE JUICE 48X200ML,,,SAR 68.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,FDS1166,,,,,SAR 48.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.6000,false,false,Inventory,true,true,true,
9465000000067391,2024-07-31 16:41:02,2025-06-24 15:02:08,DEEDO SAINAMPHUENG ORANGE JUICE 48X200ML,,,SAR 68.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,FDS1167,,,,,SAR 48.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.0000,false,false,Inventory,true,true,true,
9465000000067406,2024-07-31 16:41:02,2025-06-24 15:02:08,DEEDO STRAWBERRY JUICE 48X200ML,,,SAR 68.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,FDS1171,,,,,SAR 48.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.0000,false,false,Inventory,true,true,true,
9465000000067421,2024-07-31 16:41:02,2024-07-31 16:51:08,"DELIAMOR SALTY JENGKOL CRACKERS ""KRP JENGKOL ASIN 20X 150GM",,,SAR 132.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 120.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067436,2024-07-31 16:41:02,2024-07-31 16:51:08,DELIAMOR STICKY RICE CRACKERS ORIGINAL 20X500GM,,,SAR 294.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 267.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067451,2024-07-31 16:41:02,2024-07-31 16:51:08,DELIAMOR TAPIOCA MAWAR WHITE CRACKERS 30X250GM,,,SAR 123.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C30P,C30P,C30P,C30P,C30P,C30P,,,,,,SAR 112.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067466,2024-07-31 16:41:02,2024-07-31 16:51:08,DELIAMOR TAPIOCA RED CRACKERS 20X200G,,,SAR 85.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C20P,C20P,C20P,C20P,C20P,C20P,,,,,,SAR 77.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067481,2024-07-31 16:41:02,2024-07-31 16:51:08,DELMONTE CHICK PEAS 24X400g,,,SAR 70.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 63.04,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067496,2024-07-31 16:41:02,2025-06-23 16:21:51,DELMONTE FOUL MEDAMMAS 24X400g,,,SAR 55.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 88.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067511,2024-07-31 16:41:03,2025-07-17 14:27:17,DELMONTE FRUIT COCKTAIL IN SYRUP 24X227GM,,,SAR 120.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 105.12,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067526,2024-07-31 16:41:03,2024-07-31 16:51:08,DELMONTE FRUIT COCKTAIL IN SYRUP 24X420g,,,SAR 141.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 128.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067541,2024-07-31 16:41:03,2024-11-22 11:01:33,DELMONTE FRUIT COCKTAIL IN SYRUP 24X825GM,,,SAR 223.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 203.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067556,2024-07-31 16:41:03,2025-06-23 16:21:51,DELMONTE HOMMOS TAHINA 24X400gm,,,SAR 88.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 80.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067571,2024-07-31 16:41:03,2025-06-23 16:21:51,DELMONTE PINEAPPLE CHUNKS IN SYRUP 24X570g,,,SAR 155.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 142.08,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067586,2024-07-31 16:41:03,2025-06-23 16:21:51,DELMONTE PINEAPPLE CHUNKS IN SYRUP 48X235g,,,SAR 170.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,,,,,,SAR 155.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067601,2024-07-31 16:41:03,2025-07-31 03:55:53,DELMONTE PINEAPPLE CRUSH JUICE 24X240ML,,,SAR 60.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 52.08,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,3.0000,false,false,Inventory,true,true,true,
9465000000067616,2024-07-31 16:41:03,2025-06-23 16:21:51,DELMONTE PINEAPPLE SLICE IN SYRUP 24X570GM,,,SAR 155.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 142.08,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067631,2024-07-31 16:41:03,2025-07-02 09:53:26,DELMONTE PINEAPPLE SLICE IN SYRUP 48X235GM,,,SAR 178.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,,,,,,SAR 155.04,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067646,2024-07-31 16:41:03,2025-07-02 09:53:26,DELMONTE PINEAPPLE&ORANGE JUICE 24X240ML,,,SAR 60.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 52.08,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067661,2024-07-31 16:41:04,2024-07-31 16:51:09,DELMONTE RED KIDNEY BEANS 24X400g,,,SAR 100.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 92.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067676,2024-07-31 16:41:04,2025-07-23 11:36:24,DELMONTE SPGT SAUCE FILIPINO STYLE 24X500GM,,,SAR 195.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 188.54,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,4.7609,false,false,Inventory,true,true,true,FLPNO
9465000000067691,2024-07-31 16:41:04,2025-07-29 12:08:01,DELMONTE SPGT SAUCE FILIPINO STYLE 48X250GM,,,SAR 190.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C48P,C48P,C48P,C48P,C48P,C48P,,,,,,SAR 160.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,-15.2775,false,false,Inventory,true,true,true,FLPNO
9465000000067706,2024-07-31 16:41:04,2025-07-13 07:37:54,DELMONTE SPGT SAUCE ITALIAN STYLE 24X250GM,,,SAR 102.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 93.12,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,-3.7534,false,false,Inventory,true,true,true,
9465000000067721,2024-07-31 16:41:04,2025-07-23 07:53:10,DELMONTE SPGT SAUCE ITALIAN STYLE 24X500GM,,,SAR 187.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 170.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,11.9616,false,false,Inventory,true,true,true,FLPNO
9465000000067736,2024-07-31 16:41:04,2025-07-23 07:52:29,DELMONTE SPGT SAUCE ITALIAN STYLE12X900GM,,,SAR 152.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 132.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,15.8530,false,false,Inventory,true,true,true,FLPNO
9465000000067751,2024-07-31 16:41:04,2024-07-31 16:51:10,DELMONTE SWEET CORN IN BRINE 24X410g,,,SAR 94.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 85.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067766,2024-07-31 16:41:04,2025-06-24 14:28:49,DELMONTE SWEETENED OARNGE JUICE 24X240ML,,,SAR 60.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 57.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.0000,false,false,Inventory,true,true,true,
9465000000067781,2024-07-31 16:41:04,2025-06-23 16:21:51,DELMONTE SWEETENED PINEAPPLE JICE 24X240ML,,,SAR 60.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 52.08,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067796,2024-07-31 16:41:04,2025-06-23 16:21:51,DELMONTE WHITE BEANS 24X400g,,,SAR 115.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C24P,C24P,C24P,C24P,C24P,C24P,,,,,,SAR 105.03,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067811,2024-07-31 16:41:05,2025-07-29 14:15:01,DING DONG BLACK 60X95GM,,,SAR 127.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C60P,C60P,C60P,C60P,C60P,C60P,,,,,,SAR 105.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,9.9580,false,false,Inventory,true,true,true,
9465000000067826,2024-07-31 16:41:05,2025-07-31 04:00:55,DING DONG GREEN 60X95GM,,,SAR 127.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C60P,C60P,C60P,C60P,C60P,C60P,,,,,,SAR 105.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,8.7340,false,false,Inventory,true,true,true,
9465000000067841,2024-07-31 16:41:05,2025-07-31 04:00:58,DING DONG ORANGE 60X95GM,,,SAR 127.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C60P,C60P,C60P,C60P,C60P,C60P,,,,,,SAR 115.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,12.4710,false,false,Inventory,true,true,true,
9465000000067856,2024-07-31 16:41:05,2025-07-31 04:00:58,DING DONG RED 60X95GM,,,SAR 127.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C60P,C60P,C60P,C60P,C60P,C60P,,,,,,SAR 105.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,1.4800,false,false,Inventory,true,true,true,
9465000000067871,2024-07-31 16:41:05,2025-07-31 04:00:56,DING DONG YELLOW 60X95GM,,,SAR 127.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,cm,kg,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C60P,C60P,C60P,C60P,C60P,C60P,,,,,,SAR 105.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,-1.4650,false,false,Inventory,true,true,true,
9465000000067886,2024-07-31 16:41:05,2025-06-23 16:21:51,DINO DISPENSER 8X12X5GM,,,SAR 73.91,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 41.74,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067901,2024-07-31 16:41:05,2024-07-31 16:51:12,DINOSOUR SMALL EGG 12X5gm/ديناصور بيضة صغيرة,,,SAR 126.96,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 102.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067916,2024-07-31 16:41:05,2025-06-23 16:21:51,Discount,,,SAR 0.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR 0.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000067931,2024-07-31 16:41:05,2025-06-23 16:21:51,DISCOUNT RECIEVED,,,SAR 0.00,Sales,true,,,0,0,0,0,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,CTN,CTN,CTN,CTN,CTN,CTN,,,,,,SAR -23.40,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0,false,false,Inventory,true,true,true,
9465000000067946,2024-07-31 16:41:06,2025-06-23 16:21:51,DISPLAY BOX FRUIT GUM ROLL 12X30X7GM,,,SAR 65.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 54.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
9465000000067961,2024-07-31 16:41:06,2024-07-31 16:51:12,DOLLSUNGLASSES PEARL 12X36,,,SAR 169.00,Sales,true,,,0.0000,0.0000,0.0000,0.0000,,,,Standard Rate,15.000000,ItemAmount,true,,goods,2,,,Active,C12P,C12P,C12P,C12P,C12P,C12P,,,,,,SAR 0.00,Cost of Goods Sold,,Inventory Asset,fifo,,,,,,0.0000,false,false,Inventory,true,true,true,
